sessionID,targetX,targetY,touchX,touchY,name,phone
253,0.66875,0.769662921348315,0.6875,0.747191011235955,Subject15,Iphone4
253,0.53125,0.665730337078652,0.5375,0.674157303370787,Subject15,Iphone4
253,0.296875,0.825842696629213,0.265625,0.845505617977528,Subject15,Iphone4
253,0.65,0.693820224719101,0.66875,0.705056179775281,Subject15,Iphone4
253,0.521875,0.654494382022472,0.546875,0.676966292134832,Subject15,Iphone4
253,0.525,0.764044943820225,0.50625,0.758426966292135,Subject15,Iphone4
253,0.48125,0.780898876404494,0.4375,0.814606741573034,Subject15,Iphone4
253,0.29375,0.525280898876405,0.25625,0.547752808988764,Subject15,Iphone4
253,0.56875,0.609550561797753,0.5875,0.623595505617978,Subject15,Iphone4
253,0.353125,0.820224719101124,0.346875,0.803370786516854,Subject15,Iphone4
253,0.703125,0.702247191011236,0.71875,0.73314606741573,Subject15,Iphone4
253,0.525,0.578651685393258,0.540625,0.578651685393258,Subject15,Iphone4
253,0.8625,0.713483146067416,0.91875,0.72752808988764,Subject15,Iphone4
253,0.340625,0.724719101123596,0.321875,0.741573033707865,Subject15,Iphone4
253,0.79375,0.811797752808989,0.846875,0.842696629213483,Subject15,Iphone4
253,0.55625,0.592696629213483,0.571875,0.606741573033708,Subject15,Iphone4
253,0.540625,0.598314606741573,0.575,0.609550561797753,Subject15,Iphone4
253,0.309375,0.876404494382023,0.271875,0.884831460674157,Subject15,Iphone4
253,0.34375,0.808988764044944,0.315625,0.820224719101124,Subject15,Iphone4
253,0.253125,0.606741573033708,0.234375,0.617977528089888,Subject15,Iphone4
253,0.15,0.558988764044944,0.140625,0.564606741573034,Subject15,Iphone4
253,0.821875,0.960674157303371,0.925,0.969101123595506,Subject15,Iphone4
253,0.25,0.77247191011236,0.24375,0.823033707865169,Subject15,Iphone4
253,0.4125,0.724719101123596,0.396875,0.73876404494382,Subject15,Iphone4
253,0.703125,0.615168539325843,0.725,0.606741573033708,Subject15,Iphone4
253,0.24375,0.671348314606742,0.2,0.685393258426966,Subject15,Iphone4
253,0.89375,0.688202247191011,0.9375,0.682584269662921,Subject15,Iphone4
253,0.325,0.839887640449438,0.309375,0.867977528089888,Subject15,Iphone4
253,0.9625,0.778089887640449,0.965625,0.783707865168539,Subject15,Iphone4
253,0.246875,0.519662921348315,0.225,0.561797752808989,Subject15,Iphone4
253,0.203125,0.898876404494382,0.19375,0.921348314606742,Subject15,Iphone4
253,0.878125,0.865168539325843,0.953125,0.873595505617977,Subject15,Iphone4
253,0.85,0.629213483146067,0.946875,0.629213483146067,Subject15,Iphone4
253,0.79375,0.74438202247191,0.865625,0.75561797752809,Subject15,Iphone4
253,0.90625,0.912921348314607,0.95,0.910112359550562,Subject15,Iphone4
253,0.453125,0.943820224719101,0.45625,0.985955056179775,Subject15,Iphone4
253,0.525,0.657303370786517,0.53125,0.662921348314607,Subject15,Iphone4
253,0.26875,0.514044943820225,0.275,0.550561797752809,Subject15,Iphone4
253,0.14375,0.654494382022472,0.153125,0.671348314606742,Subject15,Iphone4
253,0.075,0.556179775280899,0.053125,0.542134831460674,Subject15,Iphone4
253,0.69375,0.845505617977528,0.709375,0.867977528089888,Subject15,Iphone4
253,0.596875,0.97752808988764,0.590625,0.969101123595506,Subject15,Iphone4
253,0.41875,0.617977528089888,0.446875,0.637640449438202,Subject15,Iphone4
253,0.271875,0.769662921348315,0.24375,0.769662921348315,Subject15,Iphone4
253,0.365625,0.75,0.31875,0.769662921348315,Subject15,Iphone4
253,0.103125,0.837078651685393,0.09375,0.839887640449438,Subject15,Iphone4
253,0.809375,0.769662921348315,0.890625,0.76685393258427,Subject15,Iphone4
253,0.434375,0.581460674157303,0.425,0.629213483146067,Subject15,Iphone4
253,0.021875,0.643258426966292,0.040625,0.640449438202247,Subject15,Iphone4
253,0.240625,0.620786516853933,0.25625,0.646067415730337,Subject15,Iphone4
253,0.671875,0.907303370786517,0.68125,0.915730337078652,Subject15,Iphone4
253,0.084375,0.823033707865169,0.0625,0.814606741573034,Subject15,Iphone4
253,0.425,0.707865168539326,0.43125,0.710674157303371,Subject15,Iphone4
253,0.153125,0.575842696629214,0.140625,0.598314606741573,Subject15,Iphone4
253,0.70625,0.783707865168539,0.73125,0.797752808988764,Subject15,Iphone4
253,0.03125,0.542134831460674,0.05625,0.589887640449438,Subject15,Iphone4
253,0.765625,0.724719101123596,0.7375,0.741573033707865,Subject15,Iphone4
253,0.346875,0.77247191011236,0.35,0.77247191011236,Subject15,Iphone4
253,0.059375,0.651685393258427,0.053125,0.665730337078652,Subject15,Iphone4
253,0.296875,0.862359550561798,0.24375,0.853932584269663,Subject15,Iphone4
253,0.5375,0.817415730337079,0.534375,0.842696629213483,Subject15,Iphone4
253,0.765625,0.901685393258427,0.790625,0.910112359550562,Subject15,Iphone4
253,0.240625,0.77247191011236,0.253125,0.803370786516854,Subject15,Iphone4
253,0.60625,0.587078651685393,0.61875,0.626404494382023,Subject15,Iphone4
253,0.928125,0.806179775280899,0.9625,0.820224719101124,Subject15,Iphone4
253,0.934375,0.612359550561798,0.95625,0.617977528089888,Subject15,Iphone4
253,0.675,0.901685393258427,0.7125,0.926966292134832,Subject15,Iphone4
253,0.7625,0.73314606741573,0.834375,0.73314606741573,Subject15,Iphone4
253,0.578125,0.612359550561798,0.634375,0.617977528089888,Subject15,Iphone4
253,0.928125,0.719101123595506,0.95,0.713483146067416,Subject15,Iphone4
253,0.0875,0.665730337078652,0.125,0.707865168539326,Subject15,Iphone4
253,0.14375,0.912921348314607,0.096875,0.882022471910112,Subject15,Iphone4
253,0.41875,0.598314606741573,0.425,0.626404494382023,Subject15,Iphone4
253,0.8875,0.553370786516854,0.928125,0.550561797752809,Subject15,Iphone4
253,0.684375,0.932584269662921,0.721875,0.971910112359551,Subject15,Iphone4
253,0.221875,0.929775280898877,0.2,0.904494382022472,Subject15,Iphone4
253,0.796875,0.530898876404494,0.828125,0.553370786516854,Subject15,Iphone4
253,0.196875,0.941011235955056,0.209375,0.952247191011236,Subject15,Iphone4
253,0.778125,0.556179775280899,0.8125,0.570224719101124,Subject15,Iphone4
253,0.375,0.76685393258427,0.35625,0.76685393258427,Subject15,Iphone4
253,0.653125,0.679775280898876,0.703125,0.674157303370787,Subject15,Iphone4
253,0.728125,0.564606741573034,0.759375,0.544943820224719,Subject15,Iphone4
253,0.175,0.617977528089888,0.190625,0.632022471910112,Subject15,Iphone4
253,0.9,0.870786516853933,0.9375,0.870786516853933,Subject15,Iphone4
253,0.025,0.589887640449438,0.053125,0.606741573033708,Subject15,Iphone4
253,0.0375,0.674157303370787,0.040625,0.699438202247191,Subject15,Iphone4
253,0.95625,0.97752808988764,0.978125,0.952247191011236,Subject15,Iphone4
253,0.365625,0.929775280898877,0.340625,0.949438202247191,Subject15,Iphone4
253,0.4625,0.724719101123596,0.478125,0.747191011235955,Subject15,Iphone4
253,0.021875,0.814606741573034,0.0375,0.806179775280899,Subject15,Iphone4
253,0.103125,0.926966292134832,0.053125,0.932584269662921,Subject15,Iphone4
253,0.965625,0.862359550561798,0.975,0.870786516853933,Subject15,Iphone4
253,0.35625,0.564606741573034,0.31875,0.573033707865169,Subject15,Iphone4
253,0.853125,0.592696629213483,0.8875,0.609550561797753,Subject15,Iphone4
253,0.23125,0.873595505617977,0.21875,0.907303370786517,Subject15,Iphone4
253,0.896875,0.547752808988764,0.95,0.525280898876405,Subject15,Iphone4
253,0.26875,0.873595505617977,0.275,0.851123595505618,Subject15,Iphone4
253,0.04375,0.693820224719101,0.05,0.696629213483146,Subject15,Iphone4
253,0.184375,0.632022471910112,0.1375,0.643258426966292,Subject15,Iphone4
253,0.740625,0.643258426966292,0.803125,0.662921348314607,Subject15,Iphone4
253,0.51875,0.519662921348315,0.546875,0.485955056179775,Subject15,Iphone4
253,0.696875,0.98314606741573,0.771875,0.955056179775281,Subject15,Iphone4
253,0.359375,0.536516853932584,0.340625,0.561797752808989,Subject15,Iphone4
253,0.8375,0.75561797752809,0.89375,0.75561797752809,Subject15,Iphone4
253,0.7625,0.938202247191011,0.81875,0.946629213483146,Subject15,Iphone4
253,0.1125,0.825842696629213,0.1375,0.817415730337079,Subject15,Iphone4
253,0.33125,0.52247191011236,0.35625,0.553370786516854,Subject15,Iphone4
253,0.853125,0.705056179775281,0.8625,0.741573033707865,Subject15,Iphone4
253,0.328125,0.682584269662921,0.353125,0.716292134831461,Subject15,Iphone4
253,0.515625,0.870786516853933,0.490625,0.865168539325843,Subject15,Iphone4
253,0.096875,0.693820224719101,0.134375,0.688202247191011,Subject15,Iphone4
253,0.284375,0.77247191011236,0.2875,0.752808988764045,Subject15,Iphone4
253,0.6875,0.960674157303371,0.6875,0.949438202247191,Subject15,Iphone4
253,0.871875,0.918539325842697,0.91875,0.898876404494382,Subject15,Iphone4
253,0.584375,0.957865168539326,0.55,0.929775280898877,Subject15,Iphone4
253,0.175,0.758426966292135,0.18125,0.792134831460674,Subject15,Iphone4
253,0.296875,0.615168539325843,0.28125,0.623595505617978,Subject15,Iphone4
253,0.125,0.862359550561798,0.13125,0.865168539325843,Subject15,Iphone4
253,0.475,0.834269662921348,0.49375,0.879213483146067,Subject15,Iphone4
253,0.909375,0.721910112359551,0.93125,0.764044943820225,Subject15,Iphone4
253,0.125,0.966292134831461,0.134375,0.960674157303371,Subject15,Iphone4
253,0.540625,0.75,0.575,0.77247191011236,Subject15,Iphone4
253,0.56875,0.820224719101124,0.578125,0.803370786516854,Subject15,Iphone4
253,0.43125,0.570224719101124,0.4625,0.570224719101124,Subject15,Iphone4
253,0.45625,0.632022471910112,0.48125,0.617977528089888,Subject15,Iphone4
253,0.8375,0.907303370786517,0.853125,0.915730337078652,Subject15,Iphone4
253,0.73125,0.519662921348315,0.753125,0.539325842696629,Subject15,Iphone4
253,0.01875,0.674157303370787,0.040625,0.671348314606742,Subject15,Iphone4
253,0.071875,0.617977528089888,0.090625,0.634831460674157,Subject15,Iphone4
253,0.05,0.839887640449438,0.046875,0.834269662921348,Subject15,Iphone4
253,0.296875,0.620786516853933,0.325,0.620786516853933,Subject15,Iphone4
253,0.684375,0.598314606741573,0.6625,0.603932584269663,Subject15,Iphone4
253,0.484375,0.629213483146067,0.528125,0.617977528089888,Subject15,Iphone4
253,0.840625,0.932584269662921,0.896875,0.949438202247191,Subject15,Iphone4
253,0.98125,0.918539325842697,0.978125,0.921348314606742,Subject15,Iphone4
253,0.509375,0.682584269662921,0.540625,0.705056179775281,Subject15,Iphone4
253,0.203125,0.76123595505618,0.2,0.75561797752809,Subject15,Iphone4
253,0.325,0.825842696629213,0.3,0.828651685393258,Subject15,Iphone4
253,0.81875,0.617977528089888,0.85625,0.629213483146067,Subject15,Iphone4
253,0.39375,0.941011235955056,0.375,0.912921348314607,Subject15,Iphone4
253,0.815625,0.528089887640449,0.859375,0.544943820224719,Subject15,Iphone4
253,0.2375,0.544943820224719,0.271875,0.556179775280899,Subject15,Iphone4
253,0.35625,0.879213483146067,0.328125,0.859550561797753,Subject15,Iphone4
253,0.14375,0.783707865168539,0.140625,0.780898876404494,Subject15,Iphone4
253,0.69375,0.786516853932584,0.73125,0.803370786516854,Subject15,Iphone4
253,0.209375,0.626404494382023,0.19375,0.646067415730337,Subject15,Iphone4
253,0.8875,0.539325842696629,0.946875,0.561797752808989,Subject15,Iphone4
253,0.25,0.623595505617978,0.215625,0.620786516853933,Subject15,Iphone4
253,0.015625,0.921348314606742,0.04375,0.921348314606742,Subject15,Iphone4
253,0.23125,0.76685393258427,0.265625,0.75561797752809,Subject15,Iphone4
253,0.734375,0.884831460674157,0.790625,0.873595505617977,Subject15,Iphone4
253,0.075,0.955056179775281,0.06875,0.949438202247191,Subject15,Iphone4
253,0.73125,0.893258426966292,0.7875,0.924157303370787,Subject15,Iphone4
253,0.2,0.893258426966292,0.171875,0.884831460674157,Subject15,Iphone4
253,0.76875,0.567415730337079,0.809375,0.598314606741573,Subject15,Iphone4
253,0.69375,0.848314606741573,0.778125,0.848314606741573,Subject15,Iphone4
253,0.290625,0.853932584269663,0.2875,0.851123595505618,Subject15,Iphone4
253,0.3125,0.609550561797753,0.3125,0.606741573033708,Subject15,Iphone4
253,0.740625,0.741573033707865,0.76875,0.747191011235955,Subject15,Iphone4
253,0.58125,0.786516853932584,0.6,0.806179775280899,Subject15,Iphone4
253,0.353125,0.974719101123596,0.321875,0.924157303370787,Subject15,Iphone4
253,0.290625,0.553370786516854,0.29375,0.553370786516854,Subject15,Iphone4
253,0.85625,0.811797752808989,0.896875,0.837078651685393,Subject15,Iphone4
253,0.05,0.797752808988764,0.05625,0.808988764044944,Subject15,Iphone4
253,0.896875,0.693820224719101,0.915625,0.724719101123596,Subject15,Iphone4
253,0.628125,0.592696629213483,0.646875,0.606741573033708,Subject15,Iphone4
253,0.890625,0.620786516853933,0.940625,0.589887640449438,Subject15,Iphone4
253,0.503125,0.837078651685393,0.525,0.842696629213483,Subject15,Iphone4
253,0.68125,0.943820224719101,0.690625,0.938202247191011,Subject15,Iphone4
253,0.69375,0.696629213483146,0.715625,0.716292134831461,Subject15,Iphone4
253,0.315625,0.792134831460674,0.29375,0.783707865168539,Subject15,Iphone4
253,0.3625,0.710674157303371,0.31875,0.730337078651685,Subject15,Iphone4
253,0.721875,0.764044943820225,0.78125,0.75561797752809,Subject15,Iphone4
253,0.46875,0.620786516853933,0.46875,0.609550561797753,Subject15,Iphone4
253,0.1875,0.806179775280899,0.184375,0.806179775280899,Subject15,Iphone4
253,0.940625,0.904494382022472,0.975,0.926966292134832,Subject15,Iphone4
253,0.3875,0.876404494382023,0.38125,0.884831460674157,Subject15,Iphone4
253,0.221875,0.800561797752809,0.2375,0.808988764044944,Subject15,Iphone4
253,0.640625,0.556179775280899,0.634375,0.564606741573034,Subject15,Iphone4
253,0.428125,0.867977528089888,0.4,0.865168539325843,Subject15,Iphone4
253,0.184375,0.834269662921348,0.196875,0.853932584269663,Subject15,Iphone4
253,0.140625,0.929775280898877,0.140625,0.921348314606742,Subject15,Iphone4
253,0.934375,0.780898876404494,0.971875,0.820224719101124,Subject15,Iphone4
253,0.771875,0.710674157303371,0.88125,0.671348314606742,Subject15,Iphone4
253,0.15,0.657303370786517,0.196875,0.688202247191011,Subject15,Iphone4
253,0.740625,0.612359550561798,0.734375,0.623595505617978,Subject15,Iphone4
253,0.140625,0.839887640449438,0.14375,0.825842696629213,Subject15,Iphone4
253,0.6875,0.825842696629213,0.6875,0.834269662921348,Subject15,Iphone4
253,0.31875,0.775280898876405,0.309375,0.75,Subject15,Iphone4
253,0.659375,0.525280898876405,0.69375,0.556179775280899,Subject15,Iphone4
253,0.3125,0.688202247191011,0.3125,0.693820224719101,Subject15,Iphone4
253,0.175,0.969101123595506,0.15,0.890449438202247,Subject15,Iphone4
253,0.91875,0.924157303370787,0.953125,0.915730337078652,Subject15,Iphone4
253,0.909375,0.598314606741573,0.95,0.620786516853933,Subject15,Iphone4
253,0.15625,0.542134831460674,0.1875,0.558988764044944,Subject15,Iphone4
253,0.36875,0.589887640449438,0.421875,0.626404494382023,Subject15,Iphone4
253,0.58125,0.592696629213483,0.590625,0.573033707865169,Subject15,Iphone4
253,0.9375,0.660112359550562,0.975,0.674157303370787,Subject15,Iphone4
253,0.625,0.912921348314607,0.671875,0.893258426966292,Subject15,Iphone4
253,0.81875,0.904494382022472,0.846875,0.870786516853933,Subject15,Iphone4
253,0.746875,0.856741573033708,0.83125,0.853932584269663,Subject15,Iphone4
253,0.80625,0.702247191011236,0.859375,0.705056179775281,Subject15,Iphone4
253,0.465625,0.859550561797753,0.428125,0.887640449438202,Subject15,Iphone4
253,0.559375,0.752808988764045,0.546875,0.803370786516854,Subject15,Iphone4
253,0.35625,0.741573033707865,0.3875,0.747191011235955,Subject15,Iphone4
253,0.425,0.533707865168539,0.425,0.547752808988764,Subject15,Iphone4
253,0.3,0.837078651685393,0.28125,0.879213483146067,Subject15,Iphone4
253,0.19375,0.575842696629214,0.21875,0.589887640449438,Subject15,Iphone4
253,0.903125,0.783707865168539,0.9375,0.783707865168539,Subject15,Iphone4
253,0.45,0.696629213483146,0.459375,0.710674157303371,Subject15,Iphone4
253,0.96875,0.716292134831461,0.971875,0.741573033707865,Subject15,Iphone4
253,0.453125,0.955056179775281,0.503125,0.949438202247191,Subject15,Iphone4
253,0.5,0.853932584269663,0.521875,0.845505617977528,Subject15,Iphone4
253,0.946875,0.803370786516854,0.965625,0.823033707865169,Subject15,Iphone4
253,0.61875,0.72752808988764,0.6375,0.716292134831461,Subject15,Iphone4
253,0.665625,0.839887640449438,0.69375,0.825842696629213,Subject15,Iphone4
253,0.478125,0.957865168539326,0.496875,0.966292134831461,Subject15,Iphone4
253,0.603125,0.679775280898876,0.615625,0.685393258426966,Subject15,Iphone4
253,0.190625,0.696629213483146,0.190625,0.710674157303371,Subject15,Iphone4
253,0.9,0.735955056179775,0.946875,0.72752808988764,Subject15,Iphone4
253,0.5625,0.702247191011236,0.553125,0.719101123595506,Subject15,Iphone4
253,0.853125,0.800561797752809,0.921875,0.825842696629213,Subject15,Iphone4
253,0.596875,0.629213483146067,0.596875,0.632022471910112,Subject15,Iphone4
253,0.80625,0.960674157303371,0.8125,0.952247191011236,Subject15,Iphone4
253,0.44375,0.769662921348315,0.484375,0.724719101123596,Subject15,Iphone4
253,0.7625,0.752808988764045,0.825,0.752808988764045,Subject15,Iphone4
253,0.090625,0.884831460674157,0.134375,0.873595505617977,Subject15,Iphone4
253,0.659375,0.823033707865169,0.70625,0.792134831460674,Subject15,Iphone4
253,0.134375,0.980337078651685,0.15,0.966292134831461,Subject15,Iphone4
253,0.928125,0.609550561797753,0.959375,0.654494382022472,Subject15,Iphone4
253,0.153125,0.539325842696629,0.16875,0.547752808988764,Subject15,Iphone4
253,0.315625,0.51685393258427,0.309375,0.491573033707865,Subject15,Iphone4
253,0.146875,0.960674157303371,0.1375,0.955056179775281,Subject15,Iphone4
258,0.690625,0.526209677419355,0.725,0.485887096774194,Subject15,N9
258,0.446875,0.51008064516129,0.4625,0.467741935483871,Subject15,N9
258,0.303125,0.665322580645161,0.33125,0.661290322580645,Subject15,N9
258,0.83125,0.899193548387097,0.846875,0.891129032258064,Subject15,N9
258,0.365625,0.82258064516129,0.35,0.766129032258065,Subject15,N9
258,0.734375,0.560483870967742,0.796875,0.540322580645161,Subject15,N9
258,0.253125,0.911290322580645,0.253125,0.895161290322581,Subject15,N9
258,0.146875,0.820564516129032,0.18125,0.82258064516129,Subject15,N9
258,0.75,0.82258064516129,0.784375,0.832661290322581,Subject15,N9
258,0.1875,0.933467741935484,0.2125,0.891129032258064,Subject15,N9
258,0.45,0.717741935483871,0.49375,0.73991935483871,Subject15,N9
258,0.7875,0.929435483870968,0.784375,0.92741935483871,Subject15,N9
258,0.69375,0.512096774193548,0.715625,0.491935483870968,Subject15,N9
258,0.953125,0.667338709677419,0.975,0.667338709677419,Subject15,N9
258,0.103125,0.727822580645161,0.090625,0.701612903225807,Subject15,N9
258,0.846875,0.612903225806452,0.878125,0.633064516129032,Subject15,N9
258,0.465625,0.963709677419355,0.46875,0.92741935483871,Subject15,N9
258,0.809375,0.852822580645161,0.821875,0.790322580645161,Subject15,N9
258,0.95625,0.534274193548387,0.971875,0.556451612903226,Subject15,N9
258,0.68125,0.681451612903226,0.7125,0.633064516129032,Subject15,N9
258,0.2375,0.764112903225807,0.271875,0.756048387096774,Subject15,N9
258,0.409375,0.955645161290323,0.39375,0.911290322580645,Subject15,N9
258,0.65625,0.786290322580645,0.665625,0.766129032258065,Subject15,N9
258,0.8625,0.6875,0.88125,0.663306451612903,Subject15,N9
258,0.371875,0.594758064516129,0.3875,0.580645161290323,Subject15,N9
258,0.725,0.530241935483871,0.8125,0.508064516129032,Subject15,N9
258,0.975,0.770161290322581,0.959375,0.764112903225807,Subject15,N9
258,0.821875,0.875,0.7875,0.854838709677419,Subject15,N9
258,0.459375,0.717741935483871,0.4875,0.699596774193548,Subject15,N9
258,0.653125,0.596774193548387,0.665625,0.600806451612903,Subject15,N9
258,0.346875,0.957661290322581,0.315625,0.921370967741936,Subject15,N9
258,0.015625,0.846774193548387,0.053125,0.8125,Subject15,N9
258,0.284375,0.955645161290323,0.290625,0.925403225806452,Subject15,N9
258,0.490625,0.659274193548387,0.50625,0.649193548387097,Subject15,N9
258,0.196875,0.879032258064516,0.1875,0.866935483870968,Subject15,N9
258,0.390625,0.590725806451613,0.3875,0.584677419354839,Subject15,N9
258,0.16875,0.566532258064516,0.16875,0.5625,Subject15,N9
258,0.065625,0.842741935483871,0.078125,0.82258064516129,Subject15,N9
258,0.540625,0.560483870967742,0.55,0.560483870967742,Subject15,N9
258,0.453125,0.556451612903226,0.503125,0.540322580645161,Subject15,N9
258,0.375,0.69758064516129,0.390625,0.67741935483871,Subject15,N9
258,0.7,0.512096774193548,0.74375,0.48991935483871,Subject15,N9
258,0.4875,0.945564516129032,0.496875,0.943548387096774,Subject15,N9
258,0.853125,0.879032258064516,0.890625,0.850806451612903,Subject15,N9
258,0.1625,0.733870967741936,0.16875,0.741935483870968,Subject15,N9
258,0.7375,0.534274193548387,0.74375,0.560483870967742,Subject15,N9
258,0.18125,0.754032258064516,0.20625,0.764112903225807,Subject15,N9
258,0.171875,0.909274193548387,0.190625,0.88508064516129,Subject15,N9
258,0.021875,0.846774193548387,0.059375,0.830645161290323,Subject15,N9
258,0.290625,0.915322580645161,0.275,0.893145161290323,Subject15,N9
258,0.14375,0.57258064516129,0.16875,0.548387096774194,Subject15,N9
258,0.70625,0.526209677419355,0.74375,0.495967741935484,Subject15,N9
258,0.8625,0.554435483870968,0.903125,0.542338709677419,Subject15,N9
258,0.396875,0.788306451612903,0.403125,0.814516129032258,Subject15,N9
258,0.815625,0.92741935483871,0.840625,0.925403225806452,Subject15,N9
258,0.24375,0.633064516129032,0.24375,0.608870967741936,Subject15,N9
258,0.403125,0.620967741935484,0.440625,0.602822580645161,Subject15,N9
258,0.446875,0.766129032258065,0.403125,0.741935483870968,Subject15,N9
258,0.728125,0.838709677419355,0.765625,0.830645161290323,Subject15,N9
258,0.9,0.824596774193548,0.921875,0.80241935483871,Subject15,N9
258,0.253125,0.931451612903226,0.246875,0.911290322580645,Subject15,N9
258,0.3875,0.536290322580645,0.44375,0.534274193548387,Subject15,N9
258,0.553125,0.586693548387097,0.56875,0.5625,Subject15,N9
258,0.25625,0.731854838709677,0.284375,0.709677419354839,Subject15,N9
258,0.340625,0.806451612903226,0.3125,0.792338709677419,Subject15,N9
258,0.76875,0.532258064516129,0.815625,0.508064516129032,Subject15,N9
